iter	RMSE
462	7.162976419
463	7.1617104
464	7.157230454
465	7.14994022
466	7.145403366
467	7.142350433
468	7.133248284
469	7.130696356
470	7.125149359
471	7.119061772
472	7.117171798
473	7.114214113
474	7.11165059
475	7.105017267
476	7.103498672
477	7.101725505
478	7.100110279
479	7.094816909
480	7.085388627
481	7.081688123
482	7.078076347
483	7.077607609
484	7.071118091
485	7.067860605
486	7.06512059
487	7.059649226
488	7.057137436
489	7.051668128
490	7.050210757
491	7.04419845
492	7.037437305
493	7.031875072
494	7.027716342
495	7.018813962
496	7.009552134
497	7.007337061
498	7.004157823
499	7.002751277
500	7.000447082
501	6.996066368
502	6.993777413
503	6.990709417
504	6.983583478
505	6.975173353
506	6.96943218
507	6.966414257
508	6.963552666
509	6.961491085
510	6.96059021
511	6.957443529
512	6.953418533
513	6.946963053
514	6.944868245
515	6.940367963
516	6.938805432
517	6.935112589
518	6.931409566
519	6.930000468
520	6.926894618
521	6.921750065
522	6.918912819
523	6.915507175
524	6.912889208
525	6.909906481
526	6.908202771
527	6.906902505
528	6.901305972
529	6.897221712
530	6.894426665
531	6.891270042
532	6.889871275
533	6.887048108
534	6.884586546
535	6.87990825
536	6.874340525
537	6.87072855
538	6.866957124
539	6.864639828
540	6.863334066
541	6.860459787
542	6.858002536
543	6.856976298
544	6.854189006
545	6.849766062
546	6.84477821
547	6.841661311
548	6.834805289
549	6.831966643
550	6.830526802
551	6.82446161
552	6.817343434
553	6.814056291
554	6.812530967
555	6.803878862
556	6.797124216
557	6.794540642
558	6.785060439
559	6.784214931
560	6.777944924
561	6.776400242
562	6.773312442
563	6.769587892
564	6.766921154
565	6.764600038
566	6.759882383
567	6.754864827
568	6.750034829
569	6.747409968
570	6.744898437
571	6.742724388
572	6.741721511
573	6.738521007
574	6.737569306
575	6.73336777
576	6.731570106
577	6.727664128
578	6.724967228
579	6.716374704
580	6.715120932
581	6.714088664
582	6.711651367
583	6.705513089
584	6.701182943
585	6.699889443
586	6.697987494
587	6.693966085
588	6.692255277
589	6.690758379
590	6.689196927
591	6.688266325
592	6.686892605
593	6.682539509
594	6.681725098
595	6.675308974
596	6.670689283
597	6.668364963
598	6.665537303
599	6.662476106
600	6.657941763
601	6.65643348
602	6.654305755
603	6.650780666
604	6.648559812
605	6.645982097
606	6.642605535
607	6.640198483
608	6.632884551
609	6.628220217
610	6.626500221
611	6.622959158
612	6.620341342
613	6.615107694
614	6.612727566
615	6.611140182
616	6.608210114
617	6.607427075
618	6.606395867
619	6.604171085
620	6.592202897
621	6.590686059
622	6.586471815
623	6.584189899
624	6.582190682
625	6.579786909
626	6.578718126
627	6.576644281
628	6.574419689
629	6.573105115
630	6.570552734
631	6.568572623
632	6.564428813
633	6.559785009
634	6.554444485
635	6.550918599
636	6.546211716
637	6.544120115
638	6.539880972
639	6.538279187
640	6.536364501
641	6.533648701
642	6.532091745
643	6.526709433
644	6.524951758
645	6.523917975
646	6.521874645
647	6.521175042
648	6.515038552
649	6.514346141
650	6.509839093
651	6.506449836
652	6.501853418
653	6.500121626
654	6.494355846
655	6.492945859
656	6.489607828
657	6.488134807
658	6.486808564
659	6.482105506
660	6.479194595
661	6.477623297
662	6.47571082
663	6.47162369
664	6.470772321
665	6.468883042
666	6.466981015
667	6.464246285
668	6.463098319
669	6.461639511
670	6.45859791
671	6.456109071
672	6.447652365
673	6.446948096
674	6.443976882
675	6.442947449
676	6.438838925
677	6.436980629
678	6.434066929
679	6.432103736
680	6.424465909
681	6.423192563
682	6.419392092
683	6.417722741
684	6.41539703
685	6.414862305
686	6.413730604
687	6.410831503
688	6.410227558
689	6.406676893
690	6.403732723
691	6.401483533
692	6.399807964
693	6.397028199
694	6.396441978
695	6.39442639
696	6.389721305
697	6.388652479
698	6.388089976
699	6.38658202
700	6.385271838
701	6.381207115
702	6.380672108
703	6.378916071
704	6.377825586
705	6.375685071
706	6.371297035
707	6.369260654
708	6.368213842
709	6.365826139
710	6.364058825
711	6.358676832
712	6.358137122
713	6.353948214
714	6.349419709
715	6.347989531
716	6.345725542
717	6.340493442
718	6.337377801
719	6.336483317
720	6.334546003
721	6.332645688
722	6.330994254
723	6.330278187
724	6.328065206
725	6.326905632
726	6.325235303
727	6.323206113
728	6.318206943
729	6.315101582
730	6.314073703
731	6.313046629
732	6.310694225
733	6.30830266
734	6.306786954
735	6.30484612
736	6.304390508
737	6.303503793
738	6.30265248
739	6.301988085
740	6.300463721
741	6.297530801
742	6.295657995
743	6.294907622
744	6.293007879
745	6.288012413
746	6.286070369
747	6.282425184
748	6.279100491
749	6.269816003
750	6.268476185
751	6.266221442
752	6.264807667
753	6.263602054
754	6.261200986
755	6.25486576
756	6.253777294
757	6.250346567
758	6.248027247
759	6.241706317
760	6.239971305
761	6.235750875
762	6.233222888
763	6.232700869
764	6.229801973
765	6.227464086
766	6.226370538
767	6.224976662
768	6.223223282
769	6.220038012
770	6.218632631
771	6.217237443
772	6.213753343
773	6.212407863
774	6.211095621
775	6.208736619
776	6.207489584
777	6.203104219
778	6.202230023
779	6.201328123
780	6.200326774
781	6.197155878
782	6.196177809
783	6.194927581
784	6.194260884
785	6.191045413
786	6.189925455
787	6.187620587
788	6.186584247
789	6.185210178
790	6.183375876
791	6.17834907
792	6.176485838
793	6.175751749
794	6.174397519
795	6.172705453
796	6.172221432
797	6.170306614
798	6.169655386
799	6.164875046
800	6.163978564
801	6.158799174
802	6.157701094
803	6.15506741
804	6.152151586
805	6.148848842
806	6.146648717
807	6.141918259
808	6.140190855
809	6.13723164
810	6.131251574
811	6.129873336
812	6.126968782
813	6.125233959
814	6.122902671
815	6.120009429
816	6.118712836
817	6.116845378
818	6.115565777
819	6.111443901
820	6.108482071
821	6.107483202
822	6.102377753
823	6.101026388
824	6.09886326
825	6.095434478
826	6.091796516
827	6.090263167
828	6.087919075
829	6.086295925
830	6.083880955
831	6.082718643
832	6.082195193
833	6.081540019
834	6.078419643
835	6.075334424
836	6.071933887
837	6.068194089
838	6.065424026
839	6.064116849
840	6.063085539
841	6.062071301
842	6.060704481
843	6.058136492
844	6.055012781
845	6.048440361
846	6.047448794
847	6.046868839
848	6.044854045
849	6.043648013
850	6.042790822
851	6.041070641
852	6.037839818
853	6.036457259
854	6.03390815
855	6.03079886
856	6.029213944
857	6.025017847
858	6.023918855
859	6.023385725
860	6.021529661
861	6.021033077
862	6.013980308
863	6.011565975
864	6.009585137
865	6.007111814
866	6.00356613
867	5.998129001
868	5.996230652
869	5.992040365
870	5.989800694
871	5.986009617
872	5.983066869
873	5.980769372
874	5.976871672
875	5.973629642
876	5.971394148
877	5.969239214
878	5.96621003
879	5.965735564
880	5.963926716
881	5.963354208
882	5.962528863
883	5.959476165
884	5.956124107
885	5.955210714
886	5.950230062
887	5.947478497
888	5.944624426
889	5.942884252
890	5.940335839
891	5.938966588
892	5.93537412
893	5.933835392
894	5.93250612
895	5.929581629
896	5.927303506
897	5.922603619
898	5.919539844
899	5.918270278
900	5.916433265
901	5.912498637
902	5.910189699
903	5.909996025
904	5.908319274
905	5.907047155
906	5.90522549
907	5.902430788
908	5.900055719
909	5.899057954
910	5.897406619
911	5.894662612
912	5.894355545
913	5.893659754
914	5.892906128
915	5.889027879
916	5.885934145
917	5.883631124
918	5.882107993
919	5.879959737
920	5.879546826
921	5.877368554
922	5.877143321
923	5.874817899
924	5.872729914
925	5.871787421
926	5.870468412
927	5.867838143
928	5.864279563
929	5.863279292
930	5.862649487
931	5.860641755
932	5.859468879
933	5.856746827
934	5.854556511
935	5.8533043
936	5.85269048
937	5.852400736
938	5.850905533
939	5.84896801
940	5.847991283
941	5.847369928
942	5.846812361
943	5.844825163
944	5.840850006
945	5.840116829
946	5.839326563
947	5.837567521
948	5.835314893
949	5.833951627
950	5.831856944
951	5.830296427
952	5.828310433
953	5.826347509
954	5.824796137
955	5.821705664
956	5.818353521
957	5.811558545
958	5.806844314
959	5.803652287
960	5.800282094
961	5.799005708
962	5.796866527
963	5.796399329
964	5.79509788
965	5.793380277
966	5.792901111
967	5.791926508
968	5.788196678
969	5.78371722
970	5.781267111
971	5.780146369
972	5.779487614
973	5.777699625
974	5.777489933
975	5.772549285
976	5.771919995
977	5.771024717
978	5.770035583
979	5.767922558
980	5.767478279
981	5.76415064
982	5.76270436
983	5.760425813
984	5.759413276
985	5.75841456
986	5.756210449
987	5.755421239
988	5.754004985
989	5.752821447
990	5.75074761
991	5.749101083
992	5.747472533
993	5.746714125
994	5.743999069
995	5.743465806
996	5.740969939
997	5.740076574
998	5.737966133
999	5.737314331
